# file...... Output/PV_1.csv
# date...... Mon Nov  6 21:08:35 2017
# user...... yingying
# host...... (null)
# target.... meter 16
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,measured_real_power
2010-08-16 00:27:30 UTC,+0
2010-08-16 00:28:00 UTC,+0
2010-08-16 00:28:30 UTC,+0
2010-08-16 00:29:00 UTC,+0
2010-08-16 00:29:30 UTC,+0
2010-08-16 00:30:00 UTC,+0
2010-08-16 00:30:30 UTC,+0
2010-08-16 00:31:00 UTC,+0
2010-08-16 00:31:30 UTC,+0
2010-08-16 00:32:00 UTC,+0
2010-08-16 00:32:30 UTC,+0
2010-08-16 00:33:00 UTC,+0
2010-08-16 00:33:30 UTC,+0
2010-08-16 00:34:00 UTC,+0
2010-08-16 00:34:30 UTC,+0
2010-08-16 00:35:00 UTC,+0
2010-08-16 00:35:30 UTC,+0
2010-08-16 00:36:00 UTC,+0
2010-08-16 00:36:30 UTC,+0
2010-08-16 00:37:00 UTC,+0
2010-08-16 00:37:30 UTC,+0
2010-08-16 00:38:00 UTC,+0
2010-08-16 00:38:30 UTC,+0
2010-08-16 00:39:00 UTC,+0
2010-08-16 00:39:30 UTC,+0
2010-08-16 00:40:00 UTC,+0
2010-08-16 00:40:30 UTC,+0
2010-08-16 00:41:00 UTC,+0
2010-08-16 00:41:30 UTC,+0
2010-08-16 00:42:00 UTC,+0
2010-08-16 00:42:30 UTC,+0
2010-08-16 00:43:00 UTC,+0
2010-08-16 00:43:30 UTC,+0
2010-08-16 00:44:00 UTC,+0
2010-08-16 00:44:30 UTC,+0
2010-08-16 00:45:00 UTC,+0
2010-08-16 00:45:30 UTC,+0
2010-08-16 00:46:00 UTC,+0
2010-08-16 00:46:30 UTC,+0
2010-08-16 00:47:00 UTC,+0
2010-08-16 00:47:30 UTC,+0
2010-08-16 00:48:00 UTC,+0
2010-08-16 00:48:30 UTC,+0
2010-08-16 00:49:00 UTC,+0
2010-08-16 00:49:30 UTC,+0
2010-08-16 00:50:00 UTC,+0
2010-08-16 00:50:30 UTC,+0
2010-08-16 00:51:00 UTC,+0
2010-08-16 00:51:30 UTC,+0
2010-08-16 00:52:00 UTC,+0
2010-08-16 00:52:30 UTC,+0
2010-08-16 00:53:00 UTC,+0
2010-08-16 00:53:30 UTC,+0
2010-08-16 00:54:00 UTC,+0
2010-08-16 00:54:30 UTC,+0
2010-08-16 00:55:00 UTC,+0
2010-08-16 00:55:30 UTC,+0
2010-08-16 00:56:00 UTC,+0
2010-08-16 00:56:30 UTC,+0
2010-08-16 00:57:00 UTC,+0
2010-08-16 00:57:30 UTC,+0
2010-08-16 00:58:00 UTC,+0
2010-08-16 00:58:30 UTC,+0
2010-08-16 00:59:00 UTC,+0
2010-08-16 00:59:30 UTC,+0
2010-08-16 01:00:00 UTC,+0
2010-08-16 01:00:30 UTC,+0
2010-08-16 01:01:00 UTC,+0
2010-08-16 01:01:30 UTC,+0
2010-08-16 01:02:00 UTC,+0
2010-08-16 01:02:30 UTC,+0
2010-08-16 01:03:00 UTC,+0
2010-08-16 01:03:30 UTC,+0
2010-08-16 01:04:00 UTC,+0
2010-08-16 01:04:30 UTC,+0
2010-08-16 01:05:00 UTC,+0
2010-08-16 01:05:30 UTC,+0
2010-08-16 01:06:00 UTC,+0
2010-08-16 01:06:30 UTC,+0
2010-08-16 01:07:00 UTC,+0
2010-08-16 01:07:30 UTC,+0
2010-08-16 01:08:00 UTC,+0
2010-08-16 01:08:30 UTC,+0
2010-08-16 01:09:00 UTC,+0
2010-08-16 01:09:30 UTC,+0
2010-08-16 01:10:00 UTC,+0
2010-08-16 01:10:30 UTC,+0
2010-08-16 01:11:00 UTC,+0
2010-08-16 01:11:30 UTC,+0
2010-08-16 01:12:00 UTC,+0
2010-08-16 01:12:30 UTC,+0
2010-08-16 01:13:00 UTC,+0
2010-08-16 01:13:30 UTC,+0
2010-08-16 01:14:00 UTC,+0
2010-08-16 01:14:30 UTC,+0
2010-08-16 01:15:00 UTC,+0
2010-08-16 01:15:30 UTC,+0
2010-08-16 01:16:00 UTC,+0
2010-08-16 01:16:30 UTC,+0
2010-08-16 01:17:00 UTC,+0
2010-08-16 01:17:30 UTC,+0
2010-08-16 01:18:00 UTC,+0
2010-08-16 01:18:30 UTC,+0
2010-08-16 01:19:00 UTC,+0
2010-08-16 01:19:30 UTC,+0
2010-08-16 01:20:00 UTC,+0
2010-08-16 01:20:30 UTC,+0
2010-08-16 01:21:00 UTC,+0
2010-08-16 01:21:30 UTC,+0
2010-08-16 01:22:00 UTC,+0
2010-08-16 01:22:30 UTC,+0
2010-08-16 01:23:00 UTC,+0
2010-08-16 01:23:30 UTC,+0
2010-08-16 01:24:00 UTC,+0
2010-08-16 01:24:30 UTC,+0
2010-08-16 01:25:00 UTC,+0
2010-08-16 01:25:30 UTC,+0
2010-08-16 01:26:00 UTC,+0
2010-08-16 01:26:30 UTC,+0
2010-08-16 01:27:00 UTC,+0
2010-08-16 01:27:30 UTC,+0
2010-08-16 01:28:00 UTC,+0
2010-08-16 01:28:30 UTC,+0
2010-08-16 01:29:00 UTC,+0
2010-08-16 01:29:30 UTC,+0
2010-08-16 01:30:00 UTC,+0
2010-08-16 01:30:30 UTC,+0
2010-08-16 01:31:00 UTC,+0
2010-08-16 01:31:30 UTC,+0
2010-08-16 01:32:00 UTC,+0
2010-08-16 01:32:30 UTC,+0
2010-08-16 01:33:00 UTC,+0
2010-08-16 01:33:30 UTC,+0
2010-08-16 01:34:00 UTC,+0
2010-08-16 01:34:30 UTC,+0
2010-08-16 01:35:00 UTC,+0
2010-08-16 01:35:30 UTC,+0
2010-08-16 01:36:00 UTC,+0
2010-08-16 01:36:30 UTC,+0
2010-08-16 01:37:00 UTC,+0
2010-08-16 01:37:30 UTC,+0
2010-08-16 01:38:00 UTC,+0
2010-08-16 01:38:30 UTC,+0
2010-08-16 01:39:00 UTC,+0
2010-08-16 01:39:30 UTC,+0
2010-08-16 01:40:00 UTC,+0
2010-08-16 01:40:30 UTC,+0
2010-08-16 01:41:00 UTC,+0
2010-08-16 01:41:30 UTC,+0
2010-08-16 01:42:00 UTC,+0
2010-08-16 01:42:30 UTC,+0
2010-08-16 01:43:00 UTC,+0
2010-08-16 01:43:30 UTC,+0
2010-08-16 01:44:00 UTC,+0
2010-08-16 01:44:30 UTC,+0
2010-08-16 01:45:00 UTC,+0
2010-08-16 01:45:30 UTC,+0
2010-08-16 01:46:00 UTC,+0
2010-08-16 01:46:30 UTC,+0
2010-08-16 01:47:00 UTC,+0
2010-08-16 01:47:30 UTC,+0
2010-08-16 01:48:00 UTC,+0
2010-08-16 01:48:30 UTC,+0
2010-08-16 01:49:00 UTC,+0
2010-08-16 01:49:30 UTC,+0
2010-08-16 01:50:00 UTC,+0
2010-08-16 01:50:30 UTC,+0
2010-08-16 01:51:00 UTC,+0
2010-08-16 01:51:30 UTC,+0
2010-08-16 01:52:00 UTC,+0
2010-08-16 01:52:30 UTC,+0
2010-08-16 01:53:00 UTC,+0
2010-08-16 01:53:30 UTC,+0
2010-08-16 01:54:00 UTC,+0
2010-08-16 01:54:30 UTC,+0
2010-08-16 01:55:00 UTC,+0
2010-08-16 01:55:30 UTC,+0
2010-08-16 01:56:00 UTC,+0
2010-08-16 01:56:30 UTC,+0
2010-08-16 01:57:00 UTC,+0
2010-08-16 01:57:30 UTC,+0
2010-08-16 01:58:00 UTC,+0
2010-08-16 01:58:30 UTC,+0
2010-08-16 01:59:00 UTC,+0
2010-08-16 01:59:30 UTC,+0
2010-08-16 02:00:00 UTC,+0
2010-08-16 02:00:30 UTC,+0
2010-08-16 02:01:00 UTC,+0
2010-08-16 02:01:30 UTC,+0
2010-08-16 02:02:00 UTC,+0
2010-08-16 02:02:30 UTC,+0
2010-08-16 02:03:00 UTC,+0
2010-08-16 02:03:30 UTC,+0
2010-08-16 02:04:00 UTC,+0
2010-08-16 02:04:30 UTC,+0
2010-08-16 02:05:00 UTC,+0
2010-08-16 02:05:30 UTC,+0
2010-08-16 02:06:00 UTC,+0
2010-08-16 02:06:30 UTC,+0
2010-08-16 02:07:00 UTC,+0
2010-08-16 02:07:30 UTC,+0
2010-08-16 02:08:00 UTC,+0
2010-08-16 02:08:30 UTC,+0
2010-08-16 02:09:00 UTC,+0
2010-08-16 02:09:30 UTC,+0
2010-08-16 02:10:00 UTC,+0
2010-08-16 02:10:30 UTC,+0
2010-08-16 02:11:00 UTC,+0
2010-08-16 02:11:30 UTC,+0
2010-08-16 02:12:00 UTC,+0
2010-08-16 02:12:30 UTC,+0
2010-08-16 02:13:00 UTC,+0
2010-08-16 02:13:30 UTC,+0
2010-08-16 02:14:00 UTC,+0
2010-08-16 02:14:30 UTC,+0
2010-08-16 02:15:00 UTC,+0
2010-08-16 02:15:30 UTC,+0
2010-08-16 02:16:00 UTC,+0
2010-08-16 02:16:30 UTC,+0
2010-08-16 02:17:00 UTC,+0
2010-08-16 02:17:30 UTC,+0
2010-08-16 02:18:00 UTC,+0
2010-08-16 02:18:30 UTC,+0
2010-08-16 02:19:00 UTC,+0
2010-08-16 02:19:30 UTC,+0
2010-08-16 02:20:00 UTC,+0
2010-08-16 02:20:30 UTC,+0
2010-08-16 02:21:00 UTC,+0
2010-08-16 02:21:30 UTC,+0
2010-08-16 02:22:00 UTC,+0
2010-08-16 02:22:30 UTC,+0
2010-08-16 02:23:00 UTC,+0
2010-08-16 02:23:30 UTC,+0
2010-08-16 02:24:00 UTC,+0
2010-08-16 02:24:30 UTC,+0
2010-08-16 02:25:00 UTC,+0
2010-08-16 02:25:30 UTC,+0
2010-08-16 02:26:00 UTC,+0
2010-08-16 02:26:30 UTC,+0
2010-08-16 02:27:00 UTC,+0
2010-08-16 02:27:30 UTC,+0
2010-08-16 02:28:00 UTC,+0
2010-08-16 02:28:30 UTC,+0
2010-08-16 02:29:00 UTC,+0
2010-08-16 02:29:30 UTC,+0
2010-08-16 02:30:00 UTC,+0
2010-08-16 02:30:30 UTC,+0
2010-08-16 02:31:00 UTC,+0
2010-08-16 02:31:30 UTC,+0
2010-08-16 02:32:00 UTC,+0
2010-08-16 02:32:30 UTC,+0
2010-08-16 02:33:00 UTC,+0
2010-08-16 02:33:30 UTC,+0
2010-08-16 02:34:00 UTC,+0
2010-08-16 02:34:30 UTC,+0
2010-08-16 02:35:00 UTC,+0
2010-08-16 02:35:30 UTC,+0
2010-08-16 02:36:00 UTC,+0
2010-08-16 02:36:30 UTC,+0
2010-08-16 02:37:00 UTC,+0
2010-08-16 02:37:30 UTC,+0
2010-08-16 02:38:00 UTC,+0
2010-08-16 02:38:30 UTC,+0
2010-08-16 02:39:00 UTC,+0
2010-08-16 02:39:30 UTC,+0
2010-08-16 02:40:00 UTC,+0
2010-08-16 02:40:30 UTC,+0
2010-08-16 02:41:00 UTC,+0
2010-08-16 02:41:30 UTC,+0
2010-08-16 02:42:00 UTC,+0
2010-08-16 02:42:30 UTC,+0
2010-08-16 02:43:00 UTC,+0
2010-08-16 02:43:30 UTC,+0
2010-08-16 02:44:00 UTC,+0
2010-08-16 02:44:30 UTC,+0
2010-08-16 02:45:00 UTC,+0
2010-08-16 02:45:30 UTC,+0
2010-08-16 02:46:00 UTC,+0
2010-08-16 02:46:30 UTC,+0
2010-08-16 02:47:00 UTC,+0
2010-08-16 02:47:30 UTC,+0
2010-08-16 02:48:00 UTC,+0
2010-08-16 02:48:30 UTC,+0
2010-08-16 02:49:00 UTC,+0
2010-08-16 02:49:30 UTC,+0
2010-08-16 02:50:00 UTC,+0
2010-08-16 02:50:30 UTC,+0
2010-08-16 02:51:00 UTC,+0
2010-08-16 02:51:30 UTC,+0
2010-08-16 02:52:00 UTC,+0
2010-08-16 02:52:30 UTC,+0
2010-08-16 02:53:00 UTC,+0
2010-08-16 02:53:30 UTC,+0
2010-08-16 02:54:00 UTC,+0
2010-08-16 02:54:30 UTC,+0
2010-08-16 02:55:00 UTC,+0
2010-08-16 02:55:30 UTC,+0
2010-08-16 02:56:00 UTC,+0
2010-08-16 02:56:30 UTC,+0
2010-08-16 02:57:00 UTC,+0
2010-08-16 02:57:30 UTC,+0
2010-08-16 02:58:00 UTC,+0
2010-08-16 02:58:30 UTC,+0
2010-08-16 02:59:00 UTC,+0
2010-08-16 02:59:30 UTC,+0
2010-08-16 03:00:00 UTC,+0
2010-08-16 03:00:30 UTC,+0
2010-08-16 03:01:00 UTC,+0
2010-08-16 03:01:30 UTC,+0
2010-08-16 03:02:00 UTC,+0
2010-08-16 03:02:30 UTC,+0
2010-08-16 03:03:00 UTC,+0
2010-08-16 03:03:30 UTC,+0
2010-08-16 03:04:00 UTC,+0
2010-08-16 03:04:30 UTC,+0
2010-08-16 03:05:00 UTC,+0
2010-08-16 03:05:30 UTC,+0
2010-08-16 03:06:00 UTC,+0
2010-08-16 03:06:30 UTC,+0
2010-08-16 03:07:00 UTC,+0
2010-08-16 03:07:30 UTC,+0
2010-08-16 03:08:00 UTC,+0
2010-08-16 03:08:30 UTC,+0
2010-08-16 03:09:00 UTC,+0
2010-08-16 03:09:30 UTC,+0
2010-08-16 03:10:00 UTC,+0
2010-08-16 03:10:30 UTC,+0
2010-08-16 03:11:00 UTC,+0
2010-08-16 03:11:30 UTC,+0
2010-08-16 03:12:00 UTC,+0
2010-08-16 03:12:30 UTC,+0
2010-08-16 03:13:00 UTC,+0
2010-08-16 03:13:30 UTC,+0
2010-08-16 03:14:00 UTC,+0
2010-08-16 03:14:30 UTC,+0
2010-08-16 03:15:00 UTC,+0
2010-08-16 03:15:30 UTC,+0
2010-08-16 03:16:00 UTC,+0
2010-08-16 03:16:30 UTC,+0
2010-08-16 03:17:00 UTC,+0
2010-08-16 03:17:30 UTC,+0
2010-08-16 03:18:00 UTC,+0
2010-08-16 03:18:30 UTC,+0
2010-08-16 03:19:00 UTC,+0
2010-08-16 03:19:30 UTC,+0
2010-08-16 03:20:00 UTC,+0
2010-08-16 03:20:30 UTC,+0
2010-08-16 03:21:00 UTC,+0
2010-08-16 03:21:30 UTC,+0
2010-08-16 03:22:00 UTC,+0
2010-08-16 03:22:30 UTC,+0
2010-08-16 03:23:00 UTC,+0
2010-08-16 03:23:30 UTC,+0
2010-08-16 03:24:00 UTC,+0
2010-08-16 03:24:30 UTC,+0
2010-08-16 03:25:00 UTC,+0
2010-08-16 03:25:30 UTC,+0
2010-08-16 03:26:00 UTC,+0
2010-08-16 03:26:30 UTC,+0
2010-08-16 03:27:00 UTC,+0
2010-08-16 03:27:30 UTC,+0
2010-08-16 03:28:00 UTC,+0
2010-08-16 03:28:30 UTC,+0
2010-08-16 03:29:00 UTC,+0
2010-08-16 03:29:30 UTC,+0
2010-08-16 03:30:00 UTC,+0
2010-08-16 03:30:30 UTC,+0
2010-08-16 03:31:00 UTC,+0
2010-08-16 03:31:30 UTC,+0
2010-08-16 03:32:00 UTC,+0
2010-08-16 03:32:30 UTC,+0
2010-08-16 03:33:00 UTC,+0
2010-08-16 03:33:30 UTC,+0
2010-08-16 03:34:00 UTC,+0
2010-08-16 03:34:30 UTC,+0
2010-08-16 03:35:00 UTC,+0
2010-08-16 03:35:30 UTC,+0
2010-08-16 03:36:00 UTC,+0
2010-08-16 03:36:30 UTC,+0
2010-08-16 03:37:00 UTC,+0
2010-08-16 03:37:30 UTC,+0
2010-08-16 03:38:00 UTC,+0
2010-08-16 03:38:30 UTC,+0
2010-08-16 03:39:00 UTC,+0
2010-08-16 03:39:30 UTC,+0
2010-08-16 03:40:00 UTC,+0
2010-08-16 03:40:30 UTC,+0
2010-08-16 03:41:00 UTC,+0
2010-08-16 03:41:30 UTC,+0
2010-08-16 03:42:00 UTC,+0
2010-08-16 03:42:30 UTC,+0
2010-08-16 03:43:00 UTC,+0
2010-08-16 03:43:30 UTC,+0
2010-08-16 03:44:00 UTC,+0
2010-08-16 03:44:30 UTC,+0
2010-08-16 03:45:00 UTC,+0
2010-08-16 03:45:30 UTC,+0
2010-08-16 03:46:00 UTC,+0
2010-08-16 03:46:30 UTC,+0
2010-08-16 03:47:00 UTC,+0
2010-08-16 03:47:30 UTC,+0
2010-08-16 03:48:00 UTC,+0
2010-08-16 03:48:30 UTC,+0
2010-08-16 03:49:00 UTC,+0
2010-08-16 03:49:30 UTC,+0
2010-08-16 03:50:00 UTC,+0
2010-08-16 03:50:30 UTC,+0
2010-08-16 03:51:00 UTC,+0
2010-08-16 03:51:30 UTC,+0
2010-08-16 03:52:00 UTC,+0
2010-08-16 03:52:30 UTC,+0
2010-08-16 03:53:00 UTC,+0
2010-08-16 03:53:30 UTC,+0
2010-08-16 03:54:00 UTC,+0
2010-08-16 03:54:30 UTC,+0
2010-08-16 03:55:00 UTC,+0
2010-08-16 03:55:30 UTC,+0
2010-08-16 03:56:00 UTC,+0
2010-08-16 03:56:30 UTC,+0
2010-08-16 03:57:00 UTC,+0
2010-08-16 03:57:30 UTC,+0
2010-08-16 03:58:00 UTC,+0
2010-08-16 03:58:30 UTC,+0
2010-08-16 03:59:00 UTC,+0
2010-08-16 03:59:30 UTC,+0
2010-08-16 04:00:00 UTC,+0
2010-08-16 04:00:30 UTC,+0
2010-08-16 04:01:00 UTC,+0
2010-08-16 04:01:30 UTC,+0
2010-08-16 04:02:00 UTC,+0
2010-08-16 04:02:30 UTC,+0
2010-08-16 04:03:00 UTC,+0
2010-08-16 04:03:30 UTC,+0
2010-08-16 04:04:00 UTC,+0
2010-08-16 04:04:30 UTC,+0
2010-08-16 04:05:00 UTC,+0
2010-08-16 04:05:30 UTC,+0
2010-08-16 04:06:00 UTC,+0
2010-08-16 04:06:30 UTC,+0
2010-08-16 04:07:00 UTC,+0
2010-08-16 04:07:30 UTC,+0
2010-08-16 04:08:00 UTC,+0
2010-08-16 04:08:30 UTC,+0
2010-08-16 04:09:00 UTC,+0
2010-08-16 04:09:30 UTC,+0
2010-08-16 04:10:00 UTC,+0
2010-08-16 04:10:30 UTC,+0
2010-08-16 04:11:00 UTC,+0
2010-08-16 04:11:30 UTC,+0
2010-08-16 04:12:00 UTC,+0
2010-08-16 04:12:30 UTC,+0
2010-08-16 04:13:00 UTC,+0
2010-08-16 04:13:30 UTC,+0
2010-08-16 04:14:00 UTC,+0
2010-08-16 04:14:30 UTC,+0
2010-08-16 04:15:00 UTC,+0
2010-08-16 04:15:30 UTC,+0
2010-08-16 04:16:00 UTC,+0
2010-08-16 04:16:30 UTC,+0
2010-08-16 04:17:00 UTC,+0
2010-08-16 04:17:30 UTC,+0
2010-08-16 04:18:00 UTC,+0
2010-08-16 04:18:30 UTC,+0
2010-08-16 04:19:00 UTC,+0
2010-08-16 04:19:30 UTC,+0
2010-08-16 04:20:00 UTC,+0
2010-08-16 04:20:30 UTC,+0
2010-08-16 04:21:00 UTC,+0
2010-08-16 04:21:30 UTC,+0
2010-08-16 04:22:00 UTC,+0
2010-08-16 04:22:30 UTC,+0
2010-08-16 04:23:00 UTC,+0
2010-08-16 04:23:30 UTC,+0
2010-08-16 04:24:00 UTC,+0
2010-08-16 04:24:30 UTC,+0
2010-08-16 04:25:00 UTC,+0
2010-08-16 04:25:30 UTC,+0
2010-08-16 04:26:00 UTC,+0
2010-08-16 04:26:30 UTC,+0
2010-08-16 04:27:00 UTC,+0
2010-08-16 04:27:30 UTC,+0
2010-08-16 04:28:00 UTC,+0
2010-08-16 04:28:30 UTC,+0
2010-08-16 04:29:00 UTC,+0
2010-08-16 04:29:30 UTC,+0
2010-08-16 04:30:00 UTC,+0
2010-08-16 04:30:30 UTC,+0
2010-08-16 04:31:00 UTC,+0
2010-08-16 04:31:30 UTC,+0
2010-08-16 04:32:00 UTC,+0
2010-08-16 04:32:30 UTC,+0
2010-08-16 04:33:00 UTC,+0
2010-08-16 04:33:30 UTC,+0
2010-08-16 04:34:00 UTC,+0
2010-08-16 04:34:30 UTC,+0
2010-08-16 04:35:00 UTC,+0
2010-08-16 04:35:30 UTC,+0
2010-08-16 04:36:00 UTC,+0
2010-08-16 04:36:30 UTC,+0
2010-08-16 04:37:00 UTC,+0
2010-08-16 04:37:30 UTC,+0
2010-08-16 04:38:00 UTC,+0
2010-08-16 04:38:30 UTC,+0
2010-08-16 04:39:00 UTC,+0
2010-08-16 04:39:30 UTC,+0
2010-08-16 04:40:00 UTC,+0
2010-08-16 04:40:30 UTC,+0
2010-08-16 04:41:00 UTC,+0
2010-08-16 04:41:30 UTC,+0
2010-08-16 04:42:00 UTC,+0
2010-08-16 04:42:30 UTC,+0
2010-08-16 04:43:00 UTC,+0
2010-08-16 04:43:30 UTC,+0
2010-08-16 04:44:00 UTC,+0
2010-08-16 04:44:30 UTC,+0
2010-08-16 04:45:00 UTC,+0
2010-08-16 04:45:30 UTC,+0
2010-08-16 04:46:00 UTC,+0
2010-08-16 04:46:30 UTC,+0
2010-08-16 04:47:00 UTC,+0
2010-08-16 04:47:30 UTC,+0
2010-08-16 04:48:00 UTC,+0
2010-08-16 04:48:30 UTC,+0
2010-08-16 04:49:00 UTC,+0
2010-08-16 04:49:30 UTC,+0
2010-08-16 04:50:00 UTC,+0
2010-08-16 04:50:30 UTC,+0
2010-08-16 04:51:00 UTC,+0
2010-08-16 04:51:30 UTC,+0
2010-08-16 04:52:00 UTC,+0
2010-08-16 04:52:30 UTC,+0
2010-08-16 04:53:00 UTC,+0
2010-08-16 04:53:30 UTC,+0
2010-08-16 04:54:00 UTC,+0
2010-08-16 04:54:30 UTC,+0
2010-08-16 04:55:00 UTC,+0
2010-08-16 04:55:30 UTC,+0
2010-08-16 04:56:00 UTC,+0
2010-08-16 04:56:30 UTC,+0
2010-08-16 04:57:00 UTC,+0
2010-08-16 04:57:30 UTC,+0
2010-08-16 04:58:00 UTC,+0
2010-08-16 04:58:30 UTC,+0
2010-08-16 04:59:00 UTC,+0
2010-08-16 04:59:30 UTC,+0
2010-08-16 05:00:00 UTC,+0
2010-08-16 05:00:30 UTC,+0
2010-08-16 05:01:00 UTC,+0
2010-08-16 05:01:30 UTC,+0
2010-08-16 05:02:00 UTC,+0
2010-08-16 05:02:30 UTC,+0
2010-08-16 05:03:00 UTC,+0
2010-08-16 05:03:30 UTC,+0
2010-08-16 05:04:00 UTC,+0
2010-08-16 05:04:30 UTC,+0
2010-08-16 05:05:00 UTC,+0
2010-08-16 05:05:30 UTC,+0
2010-08-16 05:06:00 UTC,+0
2010-08-16 05:06:30 UTC,+0
2010-08-16 05:07:00 UTC,+0
2010-08-16 05:07:30 UTC,+0
2010-08-16 05:08:00 UTC,+0
2010-08-16 05:08:30 UTC,+0
2010-08-16 05:09:00 UTC,+0
2010-08-16 05:09:30 UTC,+0
2010-08-16 05:10:00 UTC,+0
2010-08-16 05:10:30 UTC,+0
2010-08-16 05:11:00 UTC,+0
2010-08-16 05:11:30 UTC,+0
2010-08-16 05:12:00 UTC,+0
2010-08-16 05:12:30 UTC,+0
2010-08-16 05:13:00 UTC,+0
2010-08-16 05:13:30 UTC,+0
2010-08-16 05:14:00 UTC,+0
2010-08-16 05:14:30 UTC,+0
2010-08-16 05:15:00 UTC,+0
2010-08-16 05:15:30 UTC,+0
2010-08-16 05:16:00 UTC,+0
2010-08-16 05:16:30 UTC,+0
2010-08-16 05:17:00 UTC,+0
2010-08-16 05:17:30 UTC,+0
2010-08-16 05:18:00 UTC,+0
2010-08-16 05:18:30 UTC,+0
2010-08-16 05:19:00 UTC,+0
2010-08-16 05:19:30 UTC,+0
2010-08-16 05:20:00 UTC,+0
2010-08-16 05:20:30 UTC,+0
2010-08-16 05:21:00 UTC,+0
2010-08-16 05:21:30 UTC,+0
2010-08-16 05:22:00 UTC,+0
2010-08-16 05:22:30 UTC,+0
2010-08-16 05:23:00 UTC,+0
2010-08-16 05:23:30 UTC,+0
2010-08-16 05:24:00 UTC,+0
2010-08-16 05:24:30 UTC,+0
2010-08-16 05:25:00 UTC,+0
2010-08-16 05:25:30 UTC,+0
2010-08-16 05:26:00 UTC,+0
2010-08-16 05:26:30 UTC,+0
2010-08-16 05:27:00 UTC,+0
2010-08-16 05:27:30 UTC,+0
2010-08-16 05:28:00 UTC,+0
2010-08-16 05:28:30 UTC,+0
2010-08-16 05:29:00 UTC,+0
2010-08-16 05:29:30 UTC,+0
2010-08-16 05:30:00 UTC,+0
2010-08-16 05:30:30 UTC,+0
2010-08-16 05:31:00 UTC,+0
2010-08-16 05:31:30 UTC,+0
2010-08-16 05:32:00 UTC,+0
2010-08-16 05:32:30 UTC,+0
2010-08-16 05:33:00 UTC,+0
2010-08-16 05:33:30 UTC,+0
2010-08-16 05:34:00 UTC,+0
2010-08-16 05:34:30 UTC,+0
2010-08-16 05:35:00 UTC,+0
2010-08-16 05:35:30 UTC,+0
2010-08-16 05:36:00 UTC,+0
2010-08-16 05:36:30 UTC,+0
2010-08-16 05:37:00 UTC,+0
2010-08-16 05:37:30 UTC,+0
2010-08-16 05:38:00 UTC,+0
2010-08-16 05:38:30 UTC,+0
2010-08-16 05:39:00 UTC,+0
2010-08-16 05:39:30 UTC,+0
2010-08-16 05:40:00 UTC,+0
2010-08-16 05:40:30 UTC,+0
2010-08-16 05:41:00 UTC,+0
2010-08-16 05:41:30 UTC,+0
2010-08-16 05:42:00 UTC,+0
2010-08-16 05:42:30 UTC,+0
2010-08-16 05:43:00 UTC,+0
2010-08-16 05:43:30 UTC,+0
2010-08-16 05:44:00 UTC,+0
2010-08-16 05:44:30 UTC,+0
